"initial_alias","converted_alias","name","description","namespace"
"CCDC7","ENSG00000216937","CCDC7","coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST3GAL4","ENSG00000110080","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPPA3","ENSG00000187569","DPPA3","developmental pluripotency associated 3 [Source:HGNC Symbol;Acc:HGNC:19199]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"DPPA4","ENSG00000121570","DPPA4","developmental pluripotency associated 4 [Source:HGNC Symbol;Acc:HGNC:19200]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRR34","ENSG00000182257","PRR34","PRR34 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:25606]","GENECARDS,HGNC"
"FSCB","ENSG00000189139","FSCB","fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRIK2","ENSG00000164418","GRIK2","glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MACROD2","ENSG00000172264","MACROD2","mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLRX2","ENSG00000023572","GLRX2","glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00052","ENSG00000259527","LINC00052","long intergenic non-protein coding RNA 52 [Source:HGNC Symbol;Acc:HGNC:26455]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GLYAT","ENSG00000149124","GLYAT","glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSH1","ENSG00000084112","SSH1","slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"F10","ENSG00000126218","F10","coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"EFCAB6","ENSG00000186976","EFCAB6","EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF17","ENSG00000132972","RNF17","ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00885","ENSG00000224652","LINC00885","long intergenic non-protein coding RNA 885 [Source:HGNC Symbol;Acc:HGNC:48571]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SPINK6","ENSG00000178172","SPINK6","serine peptidase inhibitor Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMCP","ENSG00000163206","SMCP","sperm mitochondria associated cysteine rich protein [Source:HGNC Symbol;Acc:HGNC:6962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLA","ENSG00000155926","SLA","Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CUBN","ENSG00000107611","CUBN","cubilin [Source:HGNC Symbol;Acc:HGNC:2548]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AIFM2","ENSG00000042286","AIFM2","apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITPRIPL1","ENSG00000198885","ITPRIPL1","ITPRIP like 1 [Source:HGNC Symbol;Acc:HGNC:29371]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED13","ENSG00000108510","MED13","mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED18","ENSG00000130772","MED18","mediator complex subunit 18 [Source:HGNC Symbol;Acc:HGNC:25944]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"TRIP4","ENSG00000103671","TRIP4","thyroid hormone receptor interactor 4 [Source:HGNC Symbol;Acc:HGNC:12310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SBF2","ENSG00000133812","SBF2","SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC28A","ENSG00000024862","CCDC28A","coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADARB1","ENSG00000197381","ADARB1","adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAM20","ENSG00000134007","ADAM20","ADAM metallopeptidase domain 20 [Source:HGNC Symbol;Acc:HGNC:199]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TET1","ENSG00000138336","TET1","tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSD17B13","ENSG00000170509","HSD17B13","hydroxysteroid 17-beta dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:18685]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LYPD5","ENSG00000159871","LYPD5","LY6/PLAUR domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMURF2","ENSG00000108854","SMURF2","SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGS12","ENSG00000159788","RGS12","regulator of G protein signaling 12 [Source:HGNC Symbol;Acc:HGNC:9994]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASB16-AS1","ENSG00000267080","ASB16-AS1","ASB16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25442]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZNF433","ENSG00000197647","ZNF433","zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HBB","ENSG00000244734","HBB","hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL10","ENSG00000136634","IL10","interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYO19","ENSG00000278259","MYO19","myosin XIX [Source:HGNC Symbol;Acc:HGNC:26234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNIH2","ENSG00000174871","CNIH2","cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL7B","ENSG00000106635","BCL7B","BAF chromatin remodeling complex subunit BCL7B [Source:HGNC Symbol;Acc:HGNC:1005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRIN3A","ENSG00000198785","GRIN3A","glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAT14","ENSG00000149474","KAT14","lysine acetyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:15904]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF324","ENSG00000083812","ZNF324","zinc finger protein 324 [Source:HGNC Symbol;Acc:HGNC:14096]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANXA2R","ENSG00000177721","ANXA2R","annexin A2 receptor [Source:HGNC Symbol;Acc:HGNC:33463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"TMEM80","ENSG00000177042","TMEM80","transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPS8L2","ENSG00000177106","EPS8L2","EPS8 signaling adaptor L2 [Source:HGNC Symbol;Acc:HGNC:21296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAIP2","ENSG00000120727","PAIP2","poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL1RAPL2","ENSG00000189108","IL1RAPL2","interleukin 1 receptor accessory protein like 2 [Source:HGNC Symbol;Acc:HGNC:5997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR2H1","ENSG00000204688","OR2H1","olfactory receptor family 2 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8252]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACOT4","ENSG00000177465","ACOT4","acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEPDC5","ENSG00000100150","DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXA2","ENSG00000125798","FOXA2","forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNT2","ENSG00000162687","KCNT2","potassium sodium-activated channel subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:18866]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AGPAT3","ENSG00000160216","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRTAP9-3","ENSG00000204873","KRTAP9-3","keratin associated protein 9-3 [Source:HGNC Symbol;Acc:HGNC:16927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DISC1","ENSG00000162946","DISC1","DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSNAX-DISC1","ENSG00000270106","TSNAX-DISC1","TSNAX-DISC1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49177]","GENECARDS,HGNC,UNIPROT_GN"
"GLP2R","ENSG00000065325","GLP2R","glucagon like peptide 2 receptor [Source:HGNC Symbol;Acc:HGNC:4325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GDNF","ENSG00000168621","GDNF","glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HOPX","ENSG00000171476","HOPX","HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GDNF","ENSG00000168621","GDNF","glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC9B","ENSG00000174521","TTC9B","tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HTR1E","ENSG00000168830","HTR1E","5-hydroxytryptamine receptor 1E [Source:HGNC Symbol;Acc:HGNC:5291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHA2","ENSG00000204969","PCDHA2","protocadherin alpha 2 [Source:HGNC Symbol;Acc:HGNC:8668]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC03122","ENSG00000178722","LINC03122","long intergenic non-protein coding RNA 3122 [Source:HGNC Symbol;Acc:HGNC:26744]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZACN","ENSG00000186919","ZACN","zinc activated ion channel [Source:HGNC Symbol;Acc:HGNC:29504]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR47","ENSG00000085433","WDR47","WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCAR2","ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SULT2B1","ENSG00000088002","SULT2B1","sulfotransferase family 2B member 1 [Source:HGNC Symbol;Acc:HGNC:11459]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRISPLD2","ENSG00000103196","CRISPLD2","cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HK1","ENSG00000156515","HK1","hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP13A4","ENSG00000127249","ATP13A4","ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFRSF18","ENSG00000186891","TNFRSF18","TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARL4A","ENSG00000122644","ARL4A","ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPZ1","ENSG00000164299","SPZ1","spermatogenic leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:30721]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HINFP","ENSG00000172273","HINFP","histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMP26","ENSG00000167346","MMP26","matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUSC3","ENSG00000104723","TUSC3","tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRAS","ENSG00000158186","MRAS","muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LNCRI","ENSG00000205971","LNCRI","lncRNA radiation induced regulator of PLK1 and RAD51 [Source:HGNC Symbol;Acc:HGNC:53790]","GENECARDS,HGNC"
"CCDC158","ENSG00000163749","CCDC158","coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:HGNC:26374]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSMD1","ENSG00000183117","CSMD1","CUB and Sushi multiple domains 1 [Source:HGNC Symbol;Acc:HGNC:14026]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASTL","ENSG00000188886","ASTL","astacin like metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:31704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB27A","ENSG00000069974","RAB27A","RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9766]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHRM1","ENSG00000168539","CHRM1","cholinergic receptor muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAPPC10","ENSG00000160218","TRAPPC10","trafficking protein particle complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:11868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADGRA1","ENSG00000197177","ADGRA1","adhesion G protein-coupled receptor A1 [Source:HGNC Symbol;Acc:HGNC:13838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRDM11","ENSG00000019485","PRDM11","PR/SET domain 11 [Source:HGNC Symbol;Acc:HGNC:13996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRSS38","ENSG00000185888","PRSS38","serine protease 38 [Source:HGNC Symbol;Acc:HGNC:29625]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNIP4","ENSG00000185774","KCNIP4","potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"ADCY2","ENSG00000078295","ADCY2","adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNH7","ENSG00000184611","KCNH7","potassium voltage-gated channel subfamily H member 7 [Source:HGNC Symbol;Acc:HGNC:18863]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CALCR","ENSG00000004948","CALCR","calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGB1","ENSG00000150093","ITGB1","integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TP53TG5","ENSG00000124251","TP53TG5","TP53 target 5 [Source:HGNC Symbol;Acc:HGNC:15856]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM42","ENSG00000155890","TRIM42","tripartite motif containing 42 [Source:HGNC Symbol;Acc:HGNC:19014]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDH10","ENSG00000138650","PCDH10","protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO22","ENSG00000167196","FBXO22","F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"GPR45","ENSG00000135973","GPR45","G protein-coupled receptor 45 [Source:HGNC Symbol;Acc:HGNC:4503]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADRA1A","ENSG00000120907","ADRA1A","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOC2B","ENSG00000272636","DOC2B","double C2 domain beta [Source:HGNC Symbol;Acc:HGNC:2986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"KCNS2","ENSG00000156486","KCNS2","potassium voltage-gated channel modifier subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:6301]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NECTIN1","ENSG00000110400","NECTIN1","nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP17","ENSG00000140750","ARHGAP17","Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCR4","ENSG00000121966","CXCR4","C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRMP1","ENSG00000072832","CRMP1","collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUNX1T1","ENSG00000079102","RUNX1T1","RUNX1 partner transcriptional co-repressor 1 [Source:HGNC Symbol;Acc:HGNC:1535]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCAIM","ENSG00000179152","TCAIM","T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA20","ENSG00000006282","SPATA20","spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFATC1","ENSG00000131196","NFATC1","nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"CMTM3","ENSG00000140931","CMTM3","CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRP4K","ENSG00000112739","PRP4K","pre-mRNA processing factor kinase PRP4K [Source:HGNC Symbol;Acc:HGNC:17346]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NA","None","None","None",""
"GAGE6","ENSG00000215269","GAGE12G","G antigen 12G [Source:HGNC Symbol;Acc:HGNC:31907]","ENTREZGENE,WIKIGENE"
"GAGE6","ENSG00000236362","GAGE12F","G antigen 12F [Source:HGNC Symbol;Acc:HGNC:31906]","ENTREZGENE,WIKIGENE"
"KNCN","ENSG00000162456","KNCN","kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MORF4L1","ENSG00000185787","MORF4L1","mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AJAP1","ENSG00000196581","AJAP1","adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LACTB","ENSG00000103642","LACTB","lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MANBAL","ENSG00000101363","MANBAL","mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EFCAB5","ENSG00000176927","EFCAB5","EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HDX","ENSG00000165259","HDX","highly divergent homeobox [Source:HGNC Symbol;Acc:HGNC:26411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CARD10","ENSG00000100065","CARD10","caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF398","ENSG00000197024","ZNF398","zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2R2D","ENSG00000175470","PPP2R2D","protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CPA5","ENSG00000158525","CPA5","carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LGR6","ENSG00000133067","LGR6","leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2E3","ENSG00000170035","UBE2E3","ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAM19","ENSG00000135074","ADAM19","ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRIQ1","ENSG00000133640","LRRIQ1","leucine rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR5A2","ENSG00000172324","OR5A2","olfactory receptor family 5 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15249]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MS4A1","ENSG00000156738","MS4A1","membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGA10","ENSG00000143127","ITGA10","integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHRNB3","ENSG00000147432","CHRNB3","cholinergic receptor nicotinic beta 3 subunit [Source:HGNC Symbol;Acc:HGNC:1963]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"GPX1","ENSG00000233276","GPX1","glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GJA5","ENSG00000265107","GJA5","gap junction protein alpha 5 [Source:HGNC Symbol;Acc:HGNC:4279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
